"Activity_ID","ActivityNumber","ActivityName","SeasonName","ChildSeasonName","Type","Status","CategoryName","OtherCategoryName","RiskCategoryName","EnrollMin","EnrollMax","NumberEnrolled","BeginningDate","EndingDate","StartingTime","EndingTime","AgesMin","AgesMinMonth","AgesMinWeek","AgesMax","AgesMaxMonth","AgesMaxWeek","GradeMin","GradeMax","WeekDays","PrimaryInstructorName","NumberOfHours","NumberOfDates","ActivityLocation","FeeDescription","AccountName","KeyFeesTotal","OtherFeesTotal","FeeSummary","Description","PublicURL"
76844,"257.2.1813","NEW - Beginning Watercolor","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"20",5,"9/25/18","10/30/18","4:00 PM","6:00 PM",50,0,0,0,0,0,,,"Tu","Cairns, Chris","12.000",6,"Classroom 4 at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","80.00","-8.00","Member: $72.00. Non-member: $80.00","As a new painter, enjoy   exploring different techniques in watercolor using a variety of papers   and materials. This class is geared for the new student who is exploring   watercolor for the first time.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76844"
76846,"257.2.1814","NEW - Beginning Watercolor","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"20",0,"11/13/18","12/18/18","4:00 PM","6:00 PM",50,0,0,0,0,0,,,"Tu","Cairns, Chris","12.000",6,"Classroom 4 at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","80.00","-8.00","Member: $72.00. Non-member: $80.00","As a new painter, enjoy   exploring different techniques in watercolor using a variety of papers   and materials. This class is geared for the new student who is exploring   watercolor for the first time.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76846"
76887,"257.2.1815","NEW - Small Group Fitness","Fall 2018","--","Classes","On Hold","Active Adults (50+) Classes","Camden Community Center",,3,"4",0,"9/11/18","10/4/18","9:00 AM","10:00 AM",50,0,0,0,0,0,,,"Tu Th","Lee, Paul","8.000",8,"CM Fitness Room at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","168.00","-8.00","Member: $160.00. Non-member: $168.00","The time to get fit is now! Get fitness advice from an experienced staff member and improve your overall well-being. Learn proper breathing techniques, build your endurance, strength, flexibility and balance in this safe and fun environment. *Valid fitness room membership is required for this class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76887"
76888,"257.2.1816","NEW - Small Group Fitness","Fall 2018","--","Classes","On Hold","Active Adults (50+) Classes","Camden Community Center",,3,"4",0,"10/9/18","11/1/18","9:00 AM","10:00 AM",50,0,0,0,0,0,,,"Tu Th","Lee, Paul","8.000",8,"CM Fitness Room at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","168.00","-8.00","Member: $160.00. Non-member: $168.00","The time to get fit is now! Get fitness advice from an experienced staff member and improve your overall well-being. Learn proper breathing techniques, build your endurance, strength, flexibility and balance in this safe and fun environment. *Valid fitness room membership is required for this class.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/76888"
75948,"257.2.1808","Yoga - Gentle","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"28",21,"9/19/18","10/24/18","10:15 AM","11:15 AM",50,0,0,0,0,0,,,"W","McCarten, Joan","6.000",6,"CM Dance Studio at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","41.00","-8.00","Member: $33.00. Non-member: $41.00","Awaken your mind and body with gentle yoga. Gentle yoga is a safe way to stretch and release tension. Based on the feldenkrais method to increase flexibility and balanced mobility in the mature body.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75948"
75949,"257.2.1809","Yoga - Gentle","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Camden Community Center",,12,"28",13,"10/31/18","12/12/18","10:15 AM","11:15 AM",50,0,0,0,0,0,,,"W","McCarten, Joan","6.000",6,"CM Dance Studio at Camden Community Center","Program Fee","Kirk Sr - Classes/Drop-in","41.00","-8.00","Member: $33.00. Non-member: $41.00","Awaken your mind and body with gentle yoga. Gentle yoga is a safe way to stretch and release tension. Based on the feldenkrais method to increase flexibility and balanced mobility in the mature body.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75949"
75746,"256.2.1831","Cardio Circuit for the Active Adult","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,8,"16",0,"9/10/18","11/5/18","8:30 AM","9:30 AM",50,0,0,0,0,0,,,"M","Ciardella, Cathi","8.000",8,"CS Room 5 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","61.00","-8.00","Member: $53.00. Non-member: $61.00","This is a circuit training class with a kick! Utilizing a  combination of weight training and cardiovascular stations you are able to get  toning and an aerobic workout all in one class. Exercises for the core and  stretch end the class. This class is modified for the Active Adult over 50    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75746"
75747,"256.2.1832","Cardio Circuit for the Active Adult","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,8,"16",0,"11/19/18","12/17/18","8:30 AM","9:30 AM",50,0,0,0,0,0,,,"M","Ciardella, Cathi","5.000",5,"CS Room 5 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","49.00","-8.00","Member: $41.00. Non-member: $49.00","This is a circuit training class with a kick! Utilizing a  combination of weight training and cardiovascular stations you are able to get  toning and an aerobic workout all in one class. Exercises for the core and  stretch end the class. This class is modified for the Active Adult over 50    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75747"
75748,"256.2.1821","Chair Exercise","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,12,"20",0,"9/11/18","10/11/18","12:30 PM","1:30 PM",50,0,0,0,0,0,,,"Tu Th","Ramirez, Mary","10.000",10,"CS Room 6 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","53.00","-8.00","Member: $45.00. Non-member: $53.00","Get Fit! If you have not exercised in a while, this is  the perfect class for you. The class is designed for individuals who need a  gentler form of chair exercise, along with strength building and balance  exercise. Music provides the opportunity for increased movement and enhanced  relaxation exercises. One day we will use bands and the other weights.        ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75748"
75749,"256.2.1822","Chair Exercise","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,12,"20",0,"10/23/18","12/13/18","12:30 PM","1:30 PM",50,0,0,0,0,0,,,"Tu Th","Ramirez, Mary","14.000",14,"CS Room 6 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","73.00","-8.00","Member: $65.00. Non-member: $73.00","Get Fit! If you have not exercised in a while, this is  the perfect class for you. The class is designed for individuals who need a  gentler form of chair exercise, along with strength building and balance  exercise. Music provides the opportunity for increased movement and enhanced  relaxation exercises. One day we will use bands and the other weights.        ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75749"
75103,"256.2.1823","Chair YOGA","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,4,"16",1,"9/14/18","10/26/18","10:00 AM","11:00 AM",50,0,0,0,0,0,,,"F","Volunteer, PRNS","7.000",7,"CS Room 1 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","20.00","-8.00","Member: $12.00. Non-member: $20.00","An inclusive style of yoga that incorporates the use of a chair as the base for each of the adapted yoga poses. Classes may include both seated and standing exercises depending on the ability of the participant, and all classes will incorporate different yoga breathing techniques and meditation. These classes aim to reduce some joint pains (including lower back pains), increase joint range of motion, and increase body awareness.        ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75103"
77135,"256.2.1824","Chair YOGA","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,4,"16",1,"11/2/18","12/21/18","10:00 AM","11:00 AM",50,0,0,0,0,0,,,"F","Volunteer, PRNS","7.000",7,"CS Room 1 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","20.00","-8.00","Member: $12.00. Non-member: $20.00","An inclusive style of yoga that incorporates the use of a chair as the base for each of the adapted yoga poses. Classes may include both seated and standing exercises depending on the ability of the participant, and all classes will incorporate different yoga breathing techniques and meditation. These classes aim to reduce some joint pains (including lower back pains), increase joint range of motion, and increase body awareness.        ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/77135"
75752,"256.2.1835","Dance Fit Level 1","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,12,"24",1,"9/18/18","10/23/18","9:00 AM","10:00 AM",50,0,0,0,0,0,,,"Tu","Department, Staff","6.000",6,"CS Room 6 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","54.00","-8.00","Member: $46.00. Non-member: $54.00","This is dance fitness workout that combines a variety of  dances for your workout. If you have a hard time having fun with your workouts,  then this might be the answer. Leave your worries at the door! The class is  enjoyable and keeps you moving so that you can only live the moment! This class  is modified for the Active Adult over 50.    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75752"
75753,"256.2.1837","Dance Fit Level 1","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,12,"24",0,"11/6/18","12/11/18","9:00 AM","10:00 AM",50,0,0,0,0,0,,,"Tu","Department, Staff","6.000",6,"CS Room 6 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","54.00","-8.00","Member: $46.00. Non-member: $54.00","This dance fitness workout that combines a variety of dances for your workout.  If you have a hard time having fun with your workouts,  then this might be the answer. Leave your worries at the door! The class is  enjoyable and keeps you moving so that you can only live the moment! This class  is modified for the Active Adult over 50.","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75753"
75754,"256.2.1836","Dance Fit Level 2","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,12,"24",3,"9/20/18","10/25/18","11:15 AM","12:15 PM",50,0,0,0,0,0,,,"Th","Department, Staff","6.000",6,"CS Room 5 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","54.00","-8.00","Member: $46.00. Non-member: $54.00","Dance fitness is a workout that combines a variety of dances  for your workout. If you have a hard time having fun with your workouts, then  this might be the answer. Leave your worries at the door! The class is  enjoyable and keeps you moving so that you can only live the moment! This class  is modified for the Active Adult over 50.    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75754"
75755,"256.2.1838","Dance Fit Level 2","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,12,"24",0,"11/8/18","12/20/18","11:15 AM","12:15 PM",50,0,0,0,0,0,,,"Th","Department, Staff","6.000",6,"CS Room 5 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","54.00","-8.00","Member: $46.00. Non-member: $54.00","Dance fitness is a workout that combines a variety of dances  for your workout. If you have a hard time having fun with your workouts, then  this might be the answer. Leave your worries at the door! The class is  enjoyable and keeps you moving so that you can only live the moment! This class  is modified for the Active Adult over 50.    ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75755"
75756,"256.2.1811","Enhance Fitness","Fall 2018","--","Classes","Open","Active Adults (50+) Classes","Cypress Community & Senior Center",,12,"20",0,"9/12/18","10/12/18","8:30 AM","9:30 AM",50,0,0,0,0,0,,,"W F","Department, Staff","10.000",10,"CS Room 6 at Cypress Senior Center","Program Fee","Cypress Sr - Classes/Drop-in","49.00","-8.00","Member: $41.00. Non-member: $49.00","Becoming fit just became a whole lot more fun! This is an  evidence based group fitness class designed specifically for active adults.  Enhance Fitness is a group exercise class that improves your balance,  flexibility, bone density, endurance, coordination, mental sharpness and  decreases your risk of falling through a structured exercise program that is  adaptable to all fitness levels from beginning to advanced.     ","http://apm.activecommunities.com/sanjoseparksandrec/Activity_Search/75756"
